,ticker,filing_date,link,html_link,item1a,item7,item7a
0,CAH,2005-09-12,https://www.sec.gov/Archives/edgar/data/721371/0000950152-05-007585.txt,,,,
1,CAH,2006-09-01,https://www.sec.gov/Archives/edgar/data/721371/0001193125-06-184453.txt,,,,
2,CAH,2007-08-24,https://www.sec.gov/Archives/edgar/data/721371/0000950152-07-007107.txt,,,,
3,CAH,2008-08-27,https://www.sec.gov/Archives/edgar/data/721371/0001193125-08-184519.txt,,,,
4,CAH,2009-08-27,https://www.sec.gov/Archives/edgar/data/721371/0001193125-09-182992.txt,,,,
5,CAH,2010-08-26,https://www.sec.gov/Archives/edgar/data/721371/0001193125-10-198300.txt,,,,
6,CAH,2011-08-26,https://www.sec.gov/Archives/edgar/data/721371/0001193125-11-233322.txt,,,,
7,CAH,2015-08-13,https://www.sec.gov/Archives/edgar/data/721371/0000721371-15-000107.txt,,,,
8,CAH,2016-08-12,https://www.sec.gov/Archives/edgar/data/721371/0000721371-16-000277.txt,,,,
9,CAH,2017-08-10,https://www.sec.gov/Archives/edgar/data/721371/0000721371-17-000083.txt,,,,
10,CAH,2018-08-22,https://www.sec.gov/Archives/edgar/data/721371/0000721371-18-000077.txt,,,,
11,CAH,2019-08-20,https://www.sec.gov/Archives/edgar/data/721371/0000721371-19-000090.txt,,,,
12,KMX,2007-04-27,https://www.sec.gov/Archives/edgar/data/1170010/0001170010-07-000042.txt,,,,
13,KMX,2012-04-25,https://www.sec.gov/Archives/edgar/data/1170010/0001193125-12-182512.txt,,,,
14,CCL,2002-02-28,https://www.sec.gov/Archives/edgar/data/815097/0000815097-02-000012.txt,,,,
15,CCL,2003-02-18,https://www.sec.gov/Archives/edgar/data/815097/0000815097-03-000005.txt,,,,
16,CCL,2004-02-25,https://www.sec.gov/Archives/edgar/data/815097/0001169232-04-001307.txt,,,,
17,CCL,2005-02-14,https://www.sec.gov/Archives/edgar/data/815097/0001169232-05-000926.txt,,,,
18,CCL,2006-02-09,https://www.sec.gov/Archives/edgar/data/815097/0001169232-06-000521.txt,,,,
19,CCL,2007-02-12,https://www.sec.gov/Archives/edgar/data/815097/0001169232-07-000579.txt,,,,
20,CCL,2008-01-29,https://www.sec.gov/Archives/edgar/data/815097/0001169232-08-000308.txt,,0.03170392949918837,0.020637129651972938,0.023646796828410577
21,CCL,2009-01-29,https://www.sec.gov/Archives/edgar/data/815097/0001193125-09-013746.txt,,,,
22,CCL,2010-01-29,https://www.sec.gov/Archives/edgar/data/815097/0001193125-10-016470.txt,,,,
23,CCL,2011-01-31,https://www.sec.gov/Archives/edgar/data/815097/0001193125-11-018320.txt,,,,
24,CCL,2012-01-30,https://www.sec.gov/Archives/edgar/data/815097/0001193125-12-028375.txt,,,,
25,CCL,2013-01-29,https://www.sec.gov/Archives/edgar/data/815097/0001193125-13-027239.txt,,,,
26,CCL,2014-01-29,https://www.sec.gov/Archives/edgar/data/815097/0001193125-14-025514.txt,,,,
27,CCL,2015-01-29,https://www.sec.gov/Archives/edgar/data/815097/0000815097-15-000007.txt,,,,
28,CCL,2016-01-29,https://www.sec.gov/Archives/edgar/data/815097/0000815097-16-000030.txt,,,,
29,CCL,2017-01-30,https://www.sec.gov/Archives/edgar/data/815097/0000815097-17-000001.txt,,,,
30,CCL,2018-01-29,https://www.sec.gov/Archives/edgar/data/815097/0000815097-18-000005.txt,,,,
31,CCL,2019-01-28,https://www.sec.gov/Archives/edgar/data/815097/0000815097-19-000004.txt,,,,
32,CCL,2020-01-28,https://www.sec.gov/Archives/edgar/data/815097/0000815097-20-000003.txt,,,,
33,CAT,2003-03-31,https://www.sec.gov/Archives/edgar/data/18230/0000018230-03-000130.txt,,,,
34,CAT,2004-03-10,https://www.sec.gov/Archives/edgar/data/18230/0000018230-04-000161.txt,,,,
35,CAT,2006-02-22,https://www.sec.gov/Archives/edgar/data/18230/0000018230-06-000139.txt,,,,
36,CAT,2007-02-23,https://www.sec.gov/Archives/edgar/data/18230/0000018230-07-000053.txt,,,,
37,CAT,2008-02-22,https://www.sec.gov/Archives/edgar/data/18230/0000018230-08-000052.txt,,,,
38,CAT,2009-02-20,https://www.sec.gov/Archives/edgar/data/18230/0000018230-09-000063.txt,,,,
39,CAT,2010-02-19,https://www.sec.gov/Archives/edgar/data/18230/0000018230-10-000092.txt,,,,
40,CAT,2011-02-22,https://www.sec.gov/Archives/edgar/data/18230/0001104659-11-008938.txt,,,,
41,CAT,2012-02-21,https://www.sec.gov/Archives/edgar/data/18230/0001104659-12-011331.txt,,,,
42,CAT,2013-02-19,https://www.sec.gov/Archives/edgar/data/18230/0000018230-13-000075.txt,,,,
43,CAT,2014-02-18,https://www.sec.gov/Archives/edgar/data/18230/0000018230-14-000058.txt,,,,
44,CAT,2016-02-16,https://www.sec.gov/Archives/edgar/data/18230/0000018230-16-000410.txt,,,,
45,CAT,2017-02-15,https://www.sec.gov/Archives/edgar/data/18230/0000018230-17-000041.txt,,,,
46,CAT,2018-02-15,https://www.sec.gov/Archives/edgar/data/18230/0000018230-18-000042.txt,,,,
47,CAT,2019-02-14,https://www.sec.gov/Archives/edgar/data/18230/0000018230-19-000034.txt,,,,
48,CAT,2020-02-19,https://www.sec.gov/Archives/edgar/data/18230/0000018230-20-000056.txt,,,,
49,CBOE,2011-03-16,https://www.sec.gov/Archives/edgar/data/1374310/0001047469-11-002202.txt,,-0.2607444817765324,0.022879569317605347,0.00915659498423296
