,ticker,filing_date,html_link,text_link
0,AIV,2005-03-14,https://www.sec.gov/Archives/edgar/data/922864/0001035704-05-000147-index.html,https://www.sec.gov/Archives/edgar/data/922864/0001035704-05-000147.txt
1,AIV,2007-03-01,https://www.sec.gov/Archives/edgar/data/922864/0001035704-07-000186-index.html,https://www.sec.gov/Archives/edgar/data/922864/0001035704-07-000186.txt
2,AIV,2008-02-29,https://www.sec.gov/Archives/edgar/data/922864/0000950134-08-003855-index.html,https://www.sec.gov/Archives/edgar/data/922864/0000950134-08-003855.txt
3,AIV,2009-02-27,https://www.sec.gov/Archives/edgar/data/922864/0000950134-09-004049-index.html,https://www.sec.gov/Archives/edgar/data/922864/0000950134-09-004049.txt
4,AIV,2010-02-26,https://www.sec.gov/Archives/edgar/data/922864/0000950123-10-018394-index.html,https://www.sec.gov/Archives/edgar/data/922864/0000950123-10-018394.txt
5,AIV,2011-02-25,https://www.sec.gov/Archives/edgar/data/922864/0000950123-11-018075-index.html,https://www.sec.gov/Archives/edgar/data/922864/0000950123-11-018075.txt
6,AIV,2012-02-23,https://www.sec.gov/Archives/edgar/data/922864/0001193125-12-074623-index.html,https://www.sec.gov/Archives/edgar/data/922864/0001193125-12-074623.txt
7,AAPL,2008-11-05,https://www.sec.gov/Archives/edgar/data/320193/0001193125-08-224958-index.html,https://www.sec.gov/Archives/edgar/data/320193/0001193125-08-224958.txt
8,AAPL,2009-10-27,https://www.sec.gov/Archives/edgar/data/320193/0001193125-09-214859-index.html,https://www.sec.gov/Archives/edgar/data/320193/0001193125-09-214859.txt
9,AAPL,2010-10-27,https://www.sec.gov/Archives/edgar/data/320193/0001193125-10-238044-index.html,https://www.sec.gov/Archives/edgar/data/320193/0001193125-10-238044.txt
10,AAPL,2011-10-26,https://www.sec.gov/Archives/edgar/data/320193/0001193125-11-282113-index.html,https://www.sec.gov/Archives/edgar/data/320193/0001193125-11-282113.txt
11,AAPL,2012-10-31,https://www.sec.gov/Archives/edgar/data/320193/0001193125-12-444068-index.html,https://www.sec.gov/Archives/edgar/data/320193/0001193125-12-444068.txt
12,AAPL,2013-10-30,https://www.sec.gov/Archives/edgar/data/320193/0001193125-13-416534-index.html,https://www.sec.gov/Archives/edgar/data/320193/0001193125-13-416534.txt
13,AAPL,2014-10-27,https://www.sec.gov/Archives/edgar/data/320193/0001193125-14-383437-index.html,https://www.sec.gov/Archives/edgar/data/320193/0001193125-14-383437.txt
14,AMAT,2002-01-23,https://www.sec.gov/Archives/edgar/data/6951/0000006951-02-000002-index.html,https://www.sec.gov/Archives/edgar/data/6951/0000006951-02-000002.txt
15,AMAT,2004-01-13,https://www.sec.gov/Archives/edgar/data/6951/0000891618-04-000093-index.html,https://www.sec.gov/Archives/edgar/data/6951/0000891618-04-000093.txt
16,AMAT,2004-12-15,https://www.sec.gov/Archives/edgar/data/6951/0000950134-04-019339-index.html,https://www.sec.gov/Archives/edgar/data/6951/0000950134-04-019339.txt
17,AMAT,2005-12-14,https://www.sec.gov/Archives/edgar/data/6951/0000950134-05-023162-index.html,https://www.sec.gov/Archives/edgar/data/6951/0000950134-05-023162.txt
18,AMAT,2006-12-14,https://www.sec.gov/Archives/edgar/data/6951/0000891618-06-000507-index.html,https://www.sec.gov/Archives/edgar/data/6951/0000891618-06-000507.txt
19,AMAT,2007-12-14,https://www.sec.gov/Archives/edgar/data/6951/0000891618-07-000682-index.html,https://www.sec.gov/Archives/edgar/data/6951/0000891618-07-000682.txt
20,AMAT,2008-12-12,https://www.sec.gov/Archives/edgar/data/6951/0000950134-08-022104-index.html,https://www.sec.gov/Archives/edgar/data/6951/0000950134-08-022104.txt
21,AMAT,2009-12-11,https://www.sec.gov/Archives/edgar/data/6951/0000950123-09-070205-index.html,https://www.sec.gov/Archives/edgar/data/6951/0000950123-09-070205.txt
22,AMAT,2010-12-10,https://www.sec.gov/Archives/edgar/data/6951/0000950123-10-112754-index.html,https://www.sec.gov/Archives/edgar/data/6951/0000950123-10-112754.txt
